"concept","wikidataid","space","property","insula","region"
"hare","Q46076","r7-i14-p9-space-7","r7-i14-p9","r7-i14","r7"
"hare","Q46076","r7-i15-p3-space-c","r7-i15-p3","r7-i15","r7"
"hare","Q46076","r7-i16-p17-space-10","r7-i16-p17","r7-i16","r7"
"hare","Q46076","r7-i3-p21-space-c","r7-i3-p21","r7-i3","r7"
"hare","Q46076","r7-i4-p59-space-h","r7-i4-p59","r7-i4","r7"
"hare","Q46076","r9-i3-p5-space-8","r9-i3-p5","r9-i3","r9"
"hare","Q46076","r9-i5-p6-space-k","r9-i5-p6","r9-i5","r9"
"hare","Q46076","r9-i8-p3-space-7","r9-i8-p3","r9-i8","r9"
"hare","Q46076","r9-i9-pd-space-c","r9-i9-pd","r9-i9","r9"
"harp","Q47369","r1-i3-p22-space-1","r1-i3-p22","r1-i3","r1"
"harp","Q47369","r1-i7-p19-space-c","r1-i7-p19","r1-i7","r1"
"harp","Q47369","r1-i9-p5-space-8","r1-i9-p5","r1-i9","r1"
"harp","Q47369","r3-i2-p1-space-n","r3-i2-p1","r3-i2","r3"
"harp","Q47369","r5-i3-p11-space-e","r5-i3-p11","r5-i3","r5"
"harp","Q47369","r6-i5-p5-space-12","r6-i5-p5","r6-i5","r6"
"harp","Q47369","r9-i1-p20-space-s","r9-i1-p20","r9-i1","r9"
"harp","Q47369","r9-i1-p22-space-bprime","r9-i1-p22","r9-i1","r9"
"harp","Q47369","r9-i1-p22-space-tprime","r9-i1-p22","r9-i1","r9"
"harp","Q47369","r9-i7-p16-space-a","r9-i7-p16","r9-i7","r9"
"harpocrates","","r6-i2-p14-space-9","r6-i2-p14","r6-i2","r6"
"hat","","r1-i6-p11-space-b","r1-i6-p11","r1-i6","r1"
"hat","","r1-i6-p2-space-12","r1-i6-p2","r1-i6","r1"
"hat","","r5-i1-p18-space-b","r5-i1-p18","r5-i1","r5"
"hat","","r6-i14-p20-space-o","r6-i14-p20","r6-i14","r6"
"hat","","r6-i7-p23-space-24","r6-i7-p23","r6-i7","r6"
"hat","","r6-i7-p23-space-25","r6-i7-p23","r6-i7","r6"
"hat","","r6-i7-p23-space-7","r6-i7-p23","r6-i7","r6"
"hat","","r7-i1-p25-space-34","r7-i1-p25","r7-i1","r7"
"hat","","r7-i1-p40-space-12","r7-i1-p40","r7-i1","r7"
"hat","","r7-i2-p25-space-n","r7-i2-p25","r7-i2","r7"
"hat","","r7-i4-p48-space-15","r7-i4-p48","r7-i4","r7"
"hat","","r7-i4-p48-space-4","r7-i4-p48","r7-i4","r7"
"hat","","r7-i4-p48-space-6","r7-i4-p48","r7-i4","r7"
"hat","","r8-i2-p29-space-5","r8-i2-p29","r8-i2","r8"
"hat","","r9-i5-p11-space-f","r9-i5-p11","r9-i5","r9"
"hat","","r9-i5-p18-space-o","r9-i5-p18","r9-i5","r9"
"hat","","r9-i9-p4-space-g","r9-i9-p4","r9-i9","r9"
"hat","","r9-i9-p4-space-h","r9-i9-p4","r9-i9","r9"
"hawk","","r1-i7-p10-space-9","r1-i7-p10","r1-i7","r1"
"head","","r6-i14-p30-space-a","r6-i14-p30","r6-i14","r6"
"heart","","r9-i7-p16-space-a","r9-i7-p16","r9-i7","r9"
"heart","","r9-i8-p3-space-2","r9-i8-p3","r9-i8","r9"
"hector","Q159666","r1-i6-p4-space-e","r1-i6-p4","r1-i6","r1"
"hector","Q159666","r6-i3-p7-space-14","r6-i3-p7","r6-i3","r6"
"hector","Q159666","r6-i9-p2-space-27","r6-i9-p2","r6-i9","r6"
"hekate","","r3-i4-p4-space-a","r3-i4-p4","r3-i4","r3"
"held_by","","r6-i13-p6-space-7","r6-i13-p6","r6-i13","r6"
"helen","","r1-i2-p6-space-m","r1-i2-p6","r1-i2","r1"
"helen","","r1-i7-p10-space-17","r1-i7-p10","r1-i7","r1"
"helen","","r1-i7-p19-space-d","r1-i7-p19","r1-i7","r1"
"helen","","r1-i7-p7-space-c","r1-i7-p7","r1-i7","r1"
"helen","","r5-i2-p14-space-e","r5-i2-p14","r5-i2","r5"
"helen","","r6-i10-p2-space-6","r6-i10-p2","r6-i10","r6"
"helen","","r6-i11-p10-space-29","r6-i11-p10","r6-i11","r6"
"helen","","r6-i14-p8-space-5","r6-i14-p8","r6-i14","r6"
"helen","","r6-i16-p7-space-e","r6-i16-p7","r6-i16","r6"
"helen","","r6-i2-p4-space-34","r6-i2-p4","r6-i2","r6"
"helen","","r6-i8-p5-space-3","r6-i8-p5","r6-i8","r6"
"helen","","r6-i9-p2-space-27","r6-i9-p2","r6-i9","r6"
"helen","","r7-i2-p6-space-i","r7-i2-p6","r7-i2","r7"
"helen","","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"helen","","r9-i2-p18-space-l","r9-i2-p18","r9-i2","r9"
"helen","","r9-i3-p5-space-19","r9-i3-p5","r9-i3","r9"
"helen","","r9-i5-p18-space-e","r9-i5-p18","r9-i5","r9"
"helenus","","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"helios","","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"helios","","r6-i7-p23-space-8","r6-i7-p23","r6-i7","r6"
"helios","","r9-i3-p15-space-h","r9-i3-p15","r9-i3","r9"
"helios","","r9-i3-p7-space-1","r9-i3-p7","r9-i3","r9"
"helle","","r6-i8-p5-space-6a","r6-i8-p5","r6-i8","r6"
"helle","","r9-i3-p5-space-7","r9-i3-p5","r9-i3","r9"
"hellenistic_rosette","Q1277215","r1-i6-p2-space-14","r1-i6-p2","r1-i6","r1"
"hellenistic_rosette","Q1277215","r1-i6-p7-space-a","r1-i6-p7","r1-i6","r1"
"hellenistic_rosette","Q1277215","r1-i6-p7-space-e","r1-i6-p7","r1-i6","r1"
"hellenistic_rosette","Q1277215","r6-i14-p30-space-a","r6-i14-p30","r6-i14","r6"
"hellenistic_rosette","Q1277215","r6-i7-p23-space-25","r6-i7-p23","r6-i7","r6"
"hellenistic_rosette","Q1277215","r6-i7-p23-space-6","r6-i7-p23","r6-i7","r6"
"hellenistic_rosette","Q1277215","r9-i5-p6-space-k","r9-i5-p6","r9-i5","r9"
"hellenistic_rosette","Q1277215","r9-i5-p6-space-o","r9-i5-p6","r9-i5","r9"
"helmet","Q173603","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"helmet","Q173603","r1-i12-p11-space-4","r1-i12-p11","r1-i12","r1"
"helmet","Q173603","r1-i12-p5-space-via-dell-abbondanza","r1-i12-p5","r1-i12","r1"
"helmet","Q173603","r1-i17-p4-space-1","r1-i17-p4","r1-i17","r1"
"helmet","Q173603","r1-i2-p28-space-i","r1-i2-p28","r1-i2","r1"
"helmet","Q173603","r1-i2-p3-space-c","r1-i2-p3","r1-i2","r1"
"helmet","Q173603","r1-i3-p24-space-n","r1-i3-p24","r1-i3","r1"
"helmet","Q173603","r1-i3-p25-space-h","r1-i3-p25","r1-i3","r1"
"helmet","Q173603","r1-i4-p5-space-21","r1-i4-p5","r1-i4","r1"
"helmet","Q173603","r1-i6-p4-space-l","r1-i6-p4","r1-i6","r1"
"helmet","Q173603","r1-i7-p10-space-16","r1-i7-p10","r1-i7","r1"
"helmet","Q173603","r1-i7-p10-space-17","r1-i7-p10","r1-i7","r1"
"helmet","Q173603","r1-i7-p10-space-9","r1-i7-p10","r1-i7","r1"
"helmet","Q173603","r1-i8-p17-space-16","r1-i8-p17","r1-i8","r1"
"helmet","Q173603","r3-i3-p6-space-via-dell-abbondanza","r3-i3-p6","r3-i3","r3"
"helmet","Q173603","r5-i1-p18-space-b","r5-i1-p18","r5-i1","r5"
"helmet","Q173603","r5-i1-p18-space-o","r5-i1-p18","r5-i1","r5"
"helmet","Q173603","r5-i1-p26-space-t","r5-i1-p26","r5-i1","r5"
"helmet","Q173603","r5-i2-p10-space-q","r5-i2-p10","r5-i2","r5"
"helmet","Q173603","r5-i2-p14-space-e","r5-i2-p14","r5-i2","r5"
"helmet","Q173603","r5-i2-pi-space-6","r5-i2-pi","r5-i2","r5"
"helmet","Q173603","r5-i2-pi-space-q","r5-i2-pi","r5-i2","r5"
"helmet","Q173603","r5-i4-p6-space-a","r5-i4-p6","r5-i4","r5"
"helmet","Q173603","r5-i4-p9-space-d","r5-i4-p9","r5-i4","r5"
"helmet","Q173603","r5-i4-pa-space-6","r5-i4-pa","r5-i4","r5"
"helmet","Q173603","r5-i4-pc-space-b","r5-i4-pc","r5-i4","r5"
"helmet","Q173603","r6-i10-p2-space-12","r6-i10-p2","r6-i10","r6"
"helmet","Q173603","r6-i14-p20-space-q","r6-i14-p20","r6-i14","r6"
"helmet","Q173603","r6-i14-p30-space-d","r6-i14-p30","r6-i14","r6"
"helmet","Q173603","r6-i15-p1-space-b","r6-i15-p1","r6-i15","r6"
"helmet","Q173603","r6-i15-p1-space-q","r6-i15-p1","r6-i15","r6"
"helmet","Q173603","r6-i16-p7-space-q","r6-i16-p7","r6-i16","r6"
"helmet","Q173603","r6-i2-p4-space-33","r6-i2-p4","r6-i2","r6"
"helmet","Q173603","r6-i2-p4-space-34","r6-i2-p4","r6-i2","r6"
"helmet","Q173603","r6-i7-p23-space-25","r6-i7-p23","r6-i7","r6"
"helmet","Q173603","r6-i9-p2-space-29","r6-i9-p2","r6-i9","r6"
"helmet","Q173603","r6-i9-p3-space-12","r6-i9-p3","r6-i9","r6"
"helmet","Q173603","r6-i9-p5-space-26","r6-i9-p5","r6-i9","r6"
"helmet","Q173603","r7-i12-p22-space-f","r7-i12-p22","r7-i12","r7"
"helmet","Q173603","r7-i12-p26-space-h","r7-i12-p26","r7-i12","r7"
"helmet","Q173603","r7-i2-p14-space-l","r7-i2-p14","r7-i2","r7"
"helmet","Q173603","r7-i2-p23-space-f","r7-i2-p23","r7-i2","r7"
"helmet","Q173603","r7-i2-p25-space-k","r7-i2-p25","r7-i2","r7"
"helmet","Q173603","r7-i2-p45-space-m","r7-i2-p45","r7-i2","r7"
"helmet","Q173603","r7-i3-p12-space-i","r7-i3-p12","r7-i3","r7"
"helmet","Q173603","r7-i4-p48-space-4","r7-i4-p48","r7-i4","r7"
"helmet","Q173603","r7-i4-p59-space-y","r7-i4-p59","r7-i4","r7"
"helmet","Q173603","r7-i9-p33-space-2","r7-i9-p33","r7-i9","r7"
"helmet","Q173603","r7-i9-p47-space-7","r7-i9-p47","r7-i9","r7"
"helmet","Q173603","r8-i7-p16-space-26","r8-i7-p16","r8-i7","r8"
"helmet","Q173603","r8-i7-p28-space-12","r8-i7-p28","r8-i7","r8"
"helmet","Q173603","r9-i1-p7-space-e","r9-i1-p7","r9-i1","r9"
"helmet","Q173603","r9-i2-p18-space-e","r9-i2-p18","r9-i2","r9"
"helmet","Q173603","r9-i5-p2-space-u","r9-i5-p2","r9-i5","r9"
"helmet","Q173603","r9-i5-p6-space-g","r9-i5-p6","r9-i5","r9"
"helmet","Q173603","r9-i6-p3-space-l","r9-i6-p3","r9-i6","r9"
"helmet","Q173603","r9-i7-p16-space-b","r9-i7-p16","r9-i7","r9"
"helmet","Q173603","r9-i8-p3-space-10","r9-i8-p3","r9-i8","r9"
"helmet","Q173603","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"helmet","Q173603","r9-i9-p12-space-m","r9-i9-p12","r9-i9","r9"
"helmet","Q173603","r9-i9-p8-space-a","r9-i9-p8","r9-i9","r9"
"helmet","Q173603","r9-i9-p8-space-b","r9-i9-p8","r9-i9","r9"
"hephaestus","Q44384","r6-i16-p7-space-g","r6-i16-p7","r6-i16","r6"
"hephaestus","Q44384","r6-i9-p2-space-29","r6-i9-p2","r6-i9","r6"
"hephaestus","Q44384","r7-i1-p25-space-12","r7-i1-p25","r7-i1","r7"
"hephaestus","Q44384","r7-i2-p25-space-n","r7-i2-p25","r7-i2","r7"
"hephaestus","Q44384","r9-i1-p7-space-e","r9-i1-p7","r9-i1","r9"
"hera","Q38012","r1-i6-p4-space-e","r1-i6-p4","r1-i6","r1"
"hera","Q38012","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
"hera","Q38012","r5-i1-p18-space-b","r5-i1-p18","r5-i1","r5"
"hera","Q38012","r6-i8-p5-space-4","r6-i8-p5","r6-i8","r6"
"hera","Q38012","r6-i9-p6-space-35","r6-i9-p6","r6-i9","r6"
"hera","Q38012","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"hera","Q38012","r9-i3-p5-space-17","r9-i3-p5","r9-i3","r9"
"herb","","r8-i7-p28-space-1","r8-i7-p28","r8-i7","r8"
"hercules","Q122248","r1-i10-p4-space-47","r1-i10-p4","r1-i10","r1"
"hercules","Q122248","r1-i11-p6-space-4","r1-i11-p6","r1-i11","r1"
"hercules","Q122248","r1-i2-p17-space-g","r1-i2-p17","r1-i2","r1"
"hercules","Q122248","r1-i3-p24-space-vicolo-del-menandro","r1-i3-p24","r1-i3","r1"
"hercules","Q122248","r1-i7-p19-space-c","r1-i7-p19","r1-i7","r1"
"hercules","Q122248","r1-i7-p19-space-e","r1-i7-p19","r1-i7","r1"
"hercules","Q122248","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"hercules","Q122248","r1-i9-p1-space-1","r1-i9-p1","r1-i9","r1"
"hercules","Q122248","r2-i1-p9-space-1","r2-i1-p9","r2-i1","r2"
"hercules","Q122248","r5-i2-p10-space-q","r5-i2-p10","r5-i2","r5"
"hercules","Q122248","r5-i2-pg-space-h","r5-i2-pg","r5-i2","r5"
"hercules","Q122248","r5-i2-ph-space-k","r5-i2-ph","r5-i2","r5"
"hercules","Q122248","r5-i2-pi-space-5","r5-i2-pi","r5-i2","r5"
"hercules","Q122248","r5-i2-pi-space-6","r5-i2-pi","r5-i2","r5"
"hercules","Q122248","r5-i4-p3-space-bprime","r5-i4-p3","r5-i4","r5"
"hercules","Q122248","r5-i4-pc-space-b","r5-i4-pc","r5-i4","r5"
"hercules","Q122248","r6-i10-p11-space-24","r6-i10-p11","r6-i10","r6"
"hercules","Q122248","r6-i13-p6-space-7","r6-i13-p6","r6-i13","r6"
"hercules","Q122248","r6-i15-p1-space-n","r6-i15-p1","r6-i15","r6"
"hercules","Q122248","r6-i15-p1-space-t","r6-i15-p1","r6-i15","r6"
"hercules","Q122248","r6-i15-p6-space-k","r6-i15-p6","r6-i15","r6"
"hercules","Q122248","r6-i16-p15-space-g","r6-i16-p15","r6-i16","r6"
"hercules","Q122248","r6-i7-p18-space-10","r6-i7-p18","r6-i7","r6"
"hercules","Q122248","r6-i7-p6-space-7","r6-i7-p6","r6-i7","r6"
"hercules","Q122248","r6-i8-p22-space-10","r6-i8-p22","r6-i8","r6"
"hercules","Q122248","r6-i9-p2-space-14","r6-i9-p2","r6-i9","r6"
"hercules","Q122248","r6-i9-p5-space-26","r6-i9-p5","r6-i9","r6"
"hercules","Q122248","r7-i3-p12-space-i","r7-i3-p12","r7-i3","r7"
"hercules","Q122248","r7-i9-p47-space-9","r7-i9-p47","r7-i9","r7"
"hercules","Q122248","r9-i1-p1-space-via-dell-abbondanza","r9-i1-p1","r9-i1","r9"
"hercules","Q122248","r9-i1-p22-space-tprime","r9-i1-p22","r9-i1","r9"
"hercules","Q122248","r9-i1-p22-space-x","r9-i1-p22","r9-i1","r9"
"hercules","Q122248","r9-i2-p16-space-e","r9-i2-p16","r9-i2","r9"
"hercules","Q122248","r9-i3-p2-space-8","r9-i3-p2","r9-i3","r9"
"hercules","Q122248","r9-i3-p5-space-16","r9-i3-p5","r9-i3","r9"
"hercules","Q122248","r9-i3-p5-space-6","r9-i3-p5","r9-i3","r9"
"hercules","Q122248","r9-i5-p14-space-g","r9-i5-p14","r9-i5","r9"
"hercules","Q122248","r9-i5-p18-space-g","r9-i5-p18","r9-i5","r9"
"hercules","Q122248","r9-i5-p6-space-d","r9-i5-p6","r9-i5","r9"
"hercules","Q122248","r9-i5-p6-space-h","r9-i5-p6","r9-i5","r9"
"hercules","Q122248","r9-i8-p3-space-2","r9-i8-p3","r9-i8","r9"
"hercules","Q122248","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"herm","Q376693","r1-i10-p4-space-46","r1-i10-p4","r1-i10","r1"
"herm","Q376693","r1-i10-p4-space-48","r1-i10-p4","r1-i10","r1"
"herm","Q376693","r1-i16-p3-space-1","r1-i16-p3","r1-i16","r1"
"herm","Q376693","r1-i6-p11-space-4","r1-i6-p11","r1-i6","r1"
"herm","Q376693","r1-i6-p15-space-i","r1-i6-p15","r1-i6","r1"
"herm","Q376693","r1-i7-p19-space-f","r1-i7-p19","r1-i7","r1"
"herm","Q376693","r1-i9-p5-space-11","r1-i9-p5","r1-i9","r1"
"herm","Q376693","r5-i1-p26-space-b","r5-i1-p26","r5-i1","r5"
"herm","Q376693","r5-i2-pd-space-m","r5-i2-pd","r5-i2","r5"
"herm","Q376693","r6-i13-p2-space-20","r6-i13-p2","r6-i13","r6"
"herm","Q376693","r7-i1-p40-space-17","r7-i1-p40","r7-i1","r7"
"herm","Q376693","r7-i14-p5-space-12","r7-i14-p5","r7-i14","r7"
"herm","Q376693","r7-i15-p2-space-nprime","r7-i15-p2","r7-i15","r7"
"herm","Q376693","r7-i15-p2-space-z","r7-i15-p2","r7-i15","r7"
"herm","Q376693","r7-i15-p2-space-zprime","r7-i15-p2","r7-i15","r7"
"herm","Q376693","r7-i2-p18-space-i","r7-i2-p18","r7-i2","r7"
"herm","Q376693","r7-i2-p20-space-o2","r7-i2-p20","r7-i2","r7"
"herm","Q376693","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"herm","Q376693","r8-i7-p24-space-12","r8-i7-p24","r8-i7","r8"
"herm","Q376693","r9-i2-p16-space-b","r9-i2-p16","r9-i2","r9"
"herm","Q376693","r9-i3-p5-space-18","r9-i3-p5","r9-i3","r9"
"herm","Q376693","r9-i6-pe-space-d","r9-i6-pe","r9-i6","r9"
"hermaphrodite","","r5-i1-p26-space-t","r5-i1-p26","r5-i1","r5"
"hermaphrodite","","r6-i15-p1-space-p","r6-i15-p1","r6-i15","r6"
"hermaphrodite","","r6-i15-p1-space-q","r6-i15-p1","r6-i15","r6"
"hermaphrodite","","r6-i7-p18-space-11","r6-i7-p18","r6-i7","r6"
"hermaphrodite","","r6-i9-p2-space-13","r6-i9-p2","r6-i9","r6"
"hermaphrodite","","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"hermaphrodite","","r7-i2-p16-space-t","r7-i2-p16","r7-i2","r7"
"hermaphrodite","","r9-i1-p22-space-h","r9-i1-p22","r9-i1","r9"
"hermaphrodite","","r9-i8-p3-space-41","r9-i8-p3","r9-i8","r9"
"hermes","Q41484","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
"hermes","Q41484","r6-i9-p2-space-1","r6-i9-p2","r6-i9","r6"
"hermes","Q41484","r8-i7-p28-space-6","r8-i7-p28","r8-i7","r8"
"hermes","Q41484","r9-i3-p5-space-6","r9-i3-p5","r9-i3","r9"
"hermes","Q41484","r9-i5-p6-space-g","r9-i5-p6","r9-i5","r9"
"hero","Q19776360","r6-i14-p20-space-q","r6-i14-p20","r6-i14","r6"
"hero","Q19776360","r6-i15-p1-space-d","r6-i15-p1","r6-i15","r6"
"hero","Q19776360","r7-i3-p29-space-h","r7-i3-p29","r7-i3","r7"
"hero","Q19776360","r9-i5-p14-space-c","r9-i5-p14","r9-i5","r9"
"heron","Q3259077","r1-i10-p11-space-8","r1-i10-p11","r1-i10","r1"
"heron","Q3259077","r1-i11-p6-space-4","r1-i11-p6","r1-i11","r1"
"heron","Q3259077","r1-i12-p5-space-6","r1-i12-p5","r1-i12","r1"
"heron","Q3259077","r1-i13-p1-space-5","r1-i13-p1","r1-i13","r1"
"heron","Q3259077","r1-i4-p5-space-56","r1-i4-p5","r1-i4","r1"
"heron","Q3259077","r1-i6-p11-space-1","r1-i6-p11","r1-i6","r1"
"heron","Q3259077","r1-i7-p19-space-b","r1-i7-p19","r1-i7","r1"
"heron","Q3259077","r1-i7-p19-space-c","r1-i7-p19","r1-i7","r1"
"heron","Q3259077","r2-i1-p12-space-3","r2-i1-p12","r2-i1","r2"
"heron","Q3259077","r5-i1-p18-space-l","r5-i1-p18","r5-i1","r5"
"heron","Q3259077","r5-i1-p26-space-i","r5-i1-p26","r5-i1","r5"
"heron","Q3259077","r5-i4-pa-space-5","r5-i4-pa","r5-i4","r5"
"heron","Q3259077","r6-i14-p20-space-l","r6-i14-p20","r6-i14","r6"
"heron","Q3259077","r6-i16-p26-space-m","r6-i16-p26","r6-i16","r6"
"heron","Q3259077","r6-i16-p26-space-mprime","r6-i16-p26","r6-i16","r6"
"heron","Q3259077","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"heron","Q3259077","r7-i3-p30-space-k","r7-i3-p30","r7-i3","r7"
"heron","Q3259077","r8-i2-p26-space-b","r8-i2-p26","r8-i2","r8"
"heron","Q3259077","r9-i8-p3-space-33","r9-i8-p3","r9-i8","r9"
"hesione","Q4137657","r5-i2-pi-space-6","r5-i2-pi","r5-i2","r5"
"hesione","Q4137657","r9-i1-p22-space-x","r9-i1-p22","r9-i1","r9"
"hesione","Q4137657","r9-i8-p3-space-10","r9-i8-p3","r9-i8","r9"
"hesperis","Q3134740","r5-i2-p10-space-q","r5-i2-p10","r5-i2","r5"
"hesperus","Q59697","r1-i3-p25-space-h","r1-i3-p25","r1-i3","r1"
"hesperus","Q59697","r6-i2-p14-space-11","r6-i2-p14","r6-i2","r6"
"hesperus","Q59697","r9-i1-p20-space-s","r9-i1-p20","r9-i1","r9"
"hesperus","Q59697","r9-i3-p15-space-h","r9-i3-p15","r9-i3","r9"
"hesperus","Q59697","r9-i3-p7-space-1","r9-i3-p7","r9-i3","r9"
"hexagon","Q83043","r1-i6-p2-space-14","r1-i6-p2","r1-i6","r1"
"hexagon","Q83043","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
"hexagon","Q83043","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"hippocamp","Q816795","r1-i10-p11-space-4","r1-i10-p11","r1-i10","r1"
"hippocamp","Q816795","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"hippocamp","Q816795","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"hippocamp","Q816795","r1-i6-p4-space-c","r1-i6-p4","r1-i6","r1"
"hippocamp","Q816795","r1-i6-p4-space-i","r1-i6-p4","r1-i6","r1"
"hippocamp","Q816795","r1-i7-p1-space-3","r1-i7-p1","r1-i7","r1"
"hippocamp","Q816795","r3-i4-p4-space-b","r3-i4-p4","r3-i4","r3"
"hippocamp","Q816795","r3-i4-p4-space-c","r3-i4-p4","r3-i4","r3"
"hippocamp","Q816795","r5-i2-ph-space-a","r5-i2-ph","r5-i2","r5"
"hippocamp","Q816795","r6-i10-p11-space-15","r6-i10-p11","r6-i10","r6"
"hippocamp","Q816795","r6-i8-p23-space-10","r6-i8-p23","r6-i8","r6"
"hippocamp","Q816795","r6-i8-p23-space-15","r6-i8-p23","r6-i8","r6"
"hippocamp","Q816795","r7-i4-p59-space-y","r7-i4-p59","r7-i4","r7"
"hippocamp","Q816795","r9-i1-p22-space-h","r9-i1-p22","r9-i1","r9"
"hippodamia","Q328354","r7-i2-p16-space-o","r7-i2-p16","r7-i2","r7"
"hippolyte","","r6-i9-p6-space-45","r6-i9-p6","r6-i9","r6"
"hippolytus","","r5-i2-p10-space-l","r5-i2-p10","r5-i2","r5"
"hippolytus","","r9-i1-p22-space-x","r9-i1-p22","r9-i1","r9"
"hippopotamus","","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"hippopotamus","","r2-i4-p3-space-83","r2-i4-p3","r2-i4","r2"
"hippopotamus","","r6-i12-p2-space-31","r6-i12-p2","r6-i12","r6"
"hippopotamus","","r7-i2-p25-space-f","r7-i2-p25","r7-i2","r7"
"hippopotamus","","r9-i5-p9-space-n","r9-i5-p9","r9-i5","r9"
"hippopotamus","","r9-i8-p3-space-44","r9-i8-p3","r9-i8","r9"
"hole","","r7-i15-p12-space-l","r7-i15-p12","r7-i15","r7"
"homer","","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"hook","","r6-i14-p40-space-c","r6-i14-p40","r6-i14","r6"
"hoop","","r1-i13-p9-space-4","r1-i13-p9","r1-i13","r1"
"hoop","","r1-i16-p3-space-1","r1-i16-p3","r1-i16","r1"
"hoop","","r1-i6-p11-space-4","r1-i6-p11","r1-i6","r1"
"horn","","r6-i7-p23-space-24","r6-i7-p23","r6-i7","r6"
"horse","Q726","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"horse","Q726","r1-i10-p4-space-b","r1-i10-p4","r1-i10","r1"
"horse","Q726","r1-i12-p3-space-5","r1-i12-p3","r1-i12","r1"
"horse","Q726","r1-i13-p2-space-17","r1-i13-p2","r1-i13","r1"
"horse","Q726","r1-i16-p3-space-6","r1-i16-p3","r1-i16","r1"
"horse","Q726","r1-i3-p25-space-h","r1-i3-p25","r1-i3","r1"
"horse","Q726","r1-i6-p4-space-e","r1-i6-p4","r1-i6","r1"
"horse","Q726","r1-i7-p7-space-a","r1-i7-p7","r1-i7","r1"
"horse","Q726","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"horse","Q726","r5-i2-p10-space-l","r5-i2-p10","r5-i2","r5"
"horse","Q726","r5-i3-p12-space-2","r5-i3-p12","r5-i3","r5"
"horse","Q726","r5-i4-pa-space-10","r5-i4-pa","r5-i4","r5"
"horse","Q726","r6-i10-p1-space-c","r6-i10-p1","r6-i10","r6"
"horse","Q726","r6-i15-p1-space-e","r6-i15-p1","r6-i15","r6"
"horse","Q726","r6-i15-p1-space-n","r6-i15-p1","r6-i15","r6"
"horse","Q726","r6-i15-p1-space-q","r6-i15-p1","r6-i15","r6"
"horse","Q726","r6-i15-p3-space-o","r6-i15-p3","r6-i15","r6"
"horse","Q726","r6-i15-p3-space-p","r6-i15-p3","r6-i15","r6"
"horse","Q726","r6-i7-p18-space-10","r6-i7-p18","r6-i7","r6"
"horse","Q726","r6-i7-p18-space-2","r6-i7-p18","r6-i7","r6"
"horse","Q726","r6-i7-p23-space-7","r6-i7-p23","r6-i7","r6"
"horse","Q726","r6-i9-p2-space-37","r6-i9-p2","r6-i9","r6"
"horse","Q726","r6-i9-p6-space-33","r6-i9-p6","r6-i9","r6"
"horse","Q726","r6-i9-p6-space-42","r6-i9-p6","r6-i9","r6"
"horse","Q726","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"horse","Q726","r7-i1-p25-space-31","r7-i1-p25","r7-i1","r7"
"horse","Q726","r7-i3-p29-space-h","r7-i3-p29","r7-i3","r7"
"horse","Q726","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"horse","Q726","r7-i4-p48-space-15","r7-i4-p48","r7-i4","r7"
"horse","Q726","r7-i5-p2-space-cuppercase","r7-i5-p2","r7-i5","r7"
"horse","Q726","r7-i6-p28-space-1","r7-i6-p28","r7-i6","r7"
"horse","Q726","r7-i9-p33-space-2","r7-i9-p33","r7-i9","r7"
"horse","Q726","r8-i2-p18-space-b","r8-i2-p18","r8-i2","r8"
"horse","Q726","r9-i2-p16-space-e","r9-i2-p16","r9-i2","r9"
"horse","Q726","r9-i3-p12-space-a","r9-i3-p12","r9-i3","r9"
"horse","Q726","r9-i3-p15-space-h","r9-i3-p15","r9-i3","r9"
"horse","Q726","r9-i3-p7-space-1","r9-i3-p7","r9-i3","r9"
"horse","Q726","r9-i5-p18-space-g","r9-i5-p18","r9-i5","r9"
"horse","Q726","r9-i7-p20-space-i","r9-i7-p20","r9-i7","r9"
"horseshoe","","r9-i5-p6-space-g","r9-i5-p6","r9-i5","r9"
