"id","arcgis-id","description","type","label","identifier","image-url","p-in-p-url","pleiades-url","plod-english-title","plod-italian-title","spatially-within","surface-area","wiki-en-url","wiki-it-url","wikidata-url","url"
"r5-i4-pb","BLD_000488","Private Dwellings","property","Property V.4.b","r5-i4-pb","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%20b.htm","","","","r5-i4","196.2332","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-pb"
"r5-i4-pc","BLD_000489","Private Dwellings","property","Property V.4.c","r5-i4-pc","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%20c.htm","","Domus of M. Samellius Modestus","","r5-i4","209.3556","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-pc"
"r5-i5-p1","","","property","","","","","","","","r5-i5","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i5-p1"
"r5-i5-p2","BLD_000490","Private Dwellings; Shops","property","Property V.5.2","r5-i5-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2005%2002.htm","","Casa del medico","","r5-i5","172.3225","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i5-p2"
"r5-i5-p3","BLD_000491","Public Buildings","property","Property V.5.3","r5-i5-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2005%2003%20p1.htm","","Primitiva caserma dei gladiatori","","r5-i5","943.2625","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i5-p3"
"r5-i5-p4","BLD_000492","Shops","property","Property V.5.4","r5-i5-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2005%2004.htm","","","","r5-i5","28.81437","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i5-p4"
"r6-i1-p1","BLD_000494","Entertainment Buildings","property","Property VI.1.1","r6-i1-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2001.htm","","","","r6-i1","286.0175","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p1"
"r6-i1-p10","BLD_000495","Workshops; Shops","property","Property VI.1.10","r6-i1-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2010.htm","","Casa del chirurgo","","r6-i1","538.0774","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p10"
"r6-i1-p12","BLD_000496","Shops","property","Property VI.1.12","r6-i1-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2012.htm","","","","r6-i1","41.90805","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p12"
"r6-i1-p13","BLD_000497","Guilds","property","Property VI.1.13","r6-i1-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2013.htm","","Compitum","","r6-i1","194.657","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p13"
"r6-i1-p14","BLD_000498","Urban Supply System","property","Property VI.1.14","r6-i1-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2014.htm","","Bottega di sapone","","r6-i1","149.4557","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p14"
"r6-i1-p17","BLD_000499","Entertainment Buildings","property","Property VI.1.17","r6-i1-p17","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2017.htm","","Caupona - thermopolium of Acisculus","","r6-i1","52.75022","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p17"
"r6-i1-p18","BLD_000500","Entertainment Buildings","property","Property VI.1.18","r6-i1-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2018.htm","","Caupona - thermopolium of Phoebus","","r6-i1","50.47427","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p18"
"r6-i1-p19","BLD_000501","Urban Supply System","property","Property VI.1.19","r6-i1-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2019.htm","","","","r6-i1","9.947892","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p19"
"r6-i1-p2","","","property","","","","","","","","r6-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p2"
"r6-i1-p4","BLD_000502","Entertainment Buildings; Guilds","property","Property VI.1.4","r6-i1-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2004.htm","","","","r6-i1","367.1352","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p4"
"r6-i1-p5","BLD_000503","Entertainment Buildings","property","Property VI.1.5","r6-i1-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2005.htm","","","","r6-i1","111.4678","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p5"
"r6-i1-p7","BLD_000504","Private Dwellings; Shops","property","Property VI.1.7","r6-i1-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2001%2007.htm","","Domus of C. Iulius Polybius","","r6-i1","1114.599","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i1-p7"
"r6-i10-p1","","","property","","","","","","","","r6-i10","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p1"
"r6-i10-p10","BLD_000505","Shops","property","Property VI.10.10","r6-i10-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2010.htm","","","","r6-i10","32.30266","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p10"
"r6-i10-p11","BLD_000506","Private Dwellings","property","Property VI.10.11","r6-i10-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2011.htm","","Casa di Bacco","","r6-i10","1636.259","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p11"
"r6-i10-p12","BLD_000507","Shops","property","Property VI.10.12","r6-i10-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2012.htm","","","","r6-i10","33.29962","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p12"
"r6-i10-p13","BLD_000508","Shops","property","Property VI.10.13","r6-i10-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2013.htm","","","","r6-i10","31.7524","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p13"
"r6-i10-p14","","","property","","","","","","","","r6-i10","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p14"
"r6-i10-p15","BLD_000509","Shops","property","Property VI.10.15","r6-i10-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2015.htm","","","","r6-i10","51.9016","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p15"
"r6-i10-p2","BLD_000510","Entertainment Buildings","property","Property VI.10.2","r6-i10-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2002.htm","","Caupona dei cinque scheletri","","r6-i10","342.0956","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p2"
"r6-i10-p3","BLD_000511","Entertainment Buildings","property","Property VI.10.3","r6-i10-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2003.htm","","Domus et caupona of Caprasia et Nymphius","","r6-i10","188.8107","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p3"
"r6-i10-p5","BLD_000512","Shops","property","Property VI.10.5","r6-i10-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2005.htm","","Taberna of Primus","","r6-i10","22.14726","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p5"
"r6-i10-p6","BLD_000513","Workshops","property","Property VI.10.6","r6-i10-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2010%2006.htm","","","","r6-i10","506.3776","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p6"
"r6-i10-p7","","","property","","","","","","","","r6-i10","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i10-p7"
"r6-i11-p1","","","property","","","","","","","","r6-i11","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p1"
"r6-i11-p10","BLD_000514","Private Dwellings; Workshops","property","Property VI.11.10","r6-i11-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2010.htm","","","","r6-i11","1869.714","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p10"
"r6-i11-p12","BLD_000515","Workshops; Shops","property","Property VI.11.12","r6-i11-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2012.htm","","","","r6-i11","491.7999","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p12"
"r6-i11-p13","BLD_000516","Workshops","property","Property VI.11.13","r6-i11-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2013.htm","","","","r6-i11","293.7761","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p13"
"r6-i11-p14","BLD_000517","Workshops","property","Property VI.11.14","r6-i11-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2014.htm","","","","r6-i11","114.748","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p14"
"r6-i11-p16","BLD_000518","Entertainment Buildings; Workshops","property","Property VI.11.16","r6-i11-p16","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2016.htm","","","","r6-i11","869.9285","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p16"
"r6-i11-p17","","","property","","","","","","","","r6-i11","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p17"
"r6-i11-p19","BLD_000519","Private Dwellings; Shops","property","Property VI.11.19","r6-i11-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2019.htm","","","","r6-i11","273.2965","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p19"
"r6-i11-p3","BLD_000520","Private Dwellings","property","Property VI.11.3","r6-i11-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2003.htm","","","","r6-i11","402.5585","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p3"
"r6-i11-p4","","","property","","","","","","","","r6-i11","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p4"
"r6-i11-p5","","","property","","","","","","","","r6-i11","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p5"
"r6-i11-p6","","","property","","","","","","","","r6-i11","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p6"
"r6-i11-p8","BLD_000521","Private Dwellings","property","Property VI.11.8","r6-i11-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2011%2008.htm","","Domus of Eutychus","","r6-i11","132.4984","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i11-p8"
"r6-i12-p2","BLD_000522","Private Dwellings; Shops","property","Property VI.12.2","r6-i12-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2012%2002%20p1.htm","","Domus of the Lucretii Satrii","Casa di Pane","r6-i12","2927.942","https://en.wikipedia.org/wiki/House_of_the_Faun","https://it.wikipedia.org/wiki/Casa_del_Fauno","","http://p-lod.org/urn/urn:p-lod:id:r6-i12-p2"
"r6-i12-p4","BLD_000523","Shops","property","Property VI.12.4","r6-i12-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2012%2004.htm","","","","r6-i12","24.96401","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i12-p4"
"r6-i13-p10","BLD_000524","Private Dwellings","property","Property VI.13.10","r6-i13-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2010.htm","","","","r6-i13","192.9023","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p10"
"r6-i13-p13","BLD_000525","Private Dwellings; Shops","property","Property VI.13.13","r6-i13-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2013.htm","","","","r6-i13","577.9123","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p13"
"r6-i13-p15","BLD_000526","Shops","property","Property VI.13.15","r6-i13-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2015.htm","","","","r6-i13","22.67596","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p15"
"r6-i13-p16","","","property","","","","","","","","r6-i13","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p16"
"r6-i13-p17","BLD_000527","Workshops; Entertainment Buildings","property","Property VI.13.17","r6-i13-p17","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2016.htm","","","","r6-i13","329.5698","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p17"
"r6-i13-p19","BLD_000528","Private Dwellings","property","Property VI.13.19","r6-i13-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2019.htm","","Domus of Sex, Pompeius Axiochus","","r6-i13","517.2248","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p19"
"r6-i13-p2","BLD_000529","Private Dwellings; Shops","property","Property VI.13.2","r6-i13-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2002.htm","","Casa del gruppo dei vasi di vetro","","r6-i13","697.3639","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p2"
"r6-i13-p5","BLD_000530","Shops","property","Property VI.13.5","r6-i13-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2005.htm","","","","r6-i13","36.68516","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p5"
"r6-i13-p6","BLD_000531","Workshops","property","Property VI.13.6","r6-i13-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2006.htm","","Casa del forno","","r6-i13","566.2782","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p6"
"r6-i13-p7","BLD_000532","Shops","property","Property VI.13.7","r6-i13-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2007.htm","","","","r6-i13","30.11097","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p7"
"r6-i13-p8","BLD_000533","Workshops","property","Property VI.13.8","r6-i13-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2013%2008.htm","","","","r6-i13","14.10694","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i13-p8"
"r6-i14-p1","BLD_000534","Entertainment Buildings","property","Property VI.14.1","r6-i14-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2001.htm","","","","r6-i14","62.95546","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p1"
"r6-i14-p10","BLD_000535","Shops","property","Property VI.14.10","r6-i14-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2010.htm","","","","r6-i14","26.34847","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p10"
"r6-i14-p11","BLD_000536","Shops","property","Property VI.14.11","r6-i14-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2011.htm","","","","r6-i14","12.60784","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p11"
"r6-i14-p12","BLD_000537","Private Dwellings","property","Property VI.14.12","r6-i14-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2012.htm","","","","r6-i14","800.2055","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p12"
"r6-i14-p13","BLD_000538","Shops","property","Property VI.14.13","r6-i14-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2013.htm","","","","r6-i14","13.98027","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p13"
"r6-i14-p14","BLD_000539","Shops","property","Property VI.14.14","r6-i14-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2014.htm","","","","r6-i14","21.75667","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p14"
"r6-i14-p15","BLD_000540","Shops","property","Property VI.14.15","r6-i14-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2015.htm","","","","r6-i14","42.31218","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p15"
"r6-i14-p16","","","property","","","","","","","","r6-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p16"
"r6-i14-p18","","","property","","","","","","","","r6-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p18"
"r6-i14-p2","","","property","","","","","","","","r6-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p2"
"r6-i14-p20","BLD_000541","Private Dwellings","property","Property VI.14.20","r6-i14-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2020.htm","","","","r6-i14","709.1258","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p20"
"r6-i14-p22","BLD_000542","Workshops; Shops","property","Property VI.14.22","r6-i14-p22","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2022.htm","","","","r6-i14","413.8291","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p22"
"r6-i14-p24","BLD_000543","Shops","property","Property VI.14.24","r6-i14-p24","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2024.htm","","","","r6-i14","51.484","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p24"
"r6-i14-p25","BLD_000544","Workshops","property","Property VI.14.25","r6-i14-p25","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2025.htm","","","","r6-i14","175.4308","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p25"
"r6-i14-p26","BLD_000545","Shops","property","Property VI.14.26","r6-i14-p26","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2026.htm","","","","r6-i14","25.11619","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p26"
"r6-i14-p27","BLD_000546","Workshops","property","Property VI.14.27","r6-i14-p27","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2027.htm","","","","r6-i14","146.2531","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p27"
"r6-i14-p28","","","property","","","","","","","","r6-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p28"
"r6-i14-p29","BLD_000547","Workshops","property","Property VI.14.29","r6-i14-p29","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2029.htm","","","","r6-i14","8.270845","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p29"
"r6-i14-p3","BLD_000548","Shops","property","Property VI.14.3","r6-i14-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2003.htm","","","","r6-i14","26.4865","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p3"
"r6-i14-p30","BLD_000549","Workshops; Entertainment Buildings; Shops","property","Property VI.14.30","r6-i14-p30","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2030.htm","","","","r6-i14","433.2253","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p30"
"r6-i14-p34","BLD_000550","Workshops","property","Property VI.14.34","r6-i14-p34","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2034.htm","","","","r6-i14","281.9601","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p34"
"r6-i14-p36","BLD_000551","Entertainment Buildings","property","Property VI.14.36","r6-i14-p36","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2036.htm","","","","r6-i14","57.89199","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p36"
"r6-i14-p37","BLD_000552","Workshops","property","Property VI.14.37","r6-i14-p37","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2037.htm","","","","r6-i14","111.0822","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p37"
"r6-i14-p38","BLD_000553","Private Dwellings","property","Property VI.14.38","r6-i14-p38","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2038.htm","","","","r6-i14","482.451","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p38"
"r6-i14-p39","BLD_000554","Workshops","property","Property VI.14.39","r6-i14-p39","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2039.htm","","","","r6-i14","226.2134","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p39"
"r6-i14-p4","BLD_000555","Shops","property","Property VI.14.4","r6-i14-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2004.htm","","","","r6-i14","20.87191","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p4"
"r6-i14-p40","BLD_000556","Private Dwellings","property","Property VI.14.40","r6-i14-p40","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2040.htm","","","","r6-i14","368.7242","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p40"
"r6-i14-p41","","","property","","","","","","","","r6-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p41"
"r6-i14-p42","","","property","","","","","","","","r6-i14","","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p42"
"r6-i14-p43","BLD_000557","Entertainment Buildings; Shops","property","Property VI.14.43","r6-i14-p43","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2043.htm","","Casa della fontana","","r6-i14","676.52","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p43"
"r6-i14-p5","BLD_000558","Private Dwellings","property","Property VI.14.5","r6-i14-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2005.htm","","","","r6-i14","158.5263","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p5"
"r6-i14-p6","BLD_000559","Shops","property","Property VI.14.6","r6-i14-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2006.htm","","","","r6-i14","19.44817","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p6"
"r6-i14-p7","BLD_000560","Shops","property","Property VI.14.7","r6-i14-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2007.htm","","","","r6-i14","20.78246","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p7"
"r6-i14-p8","BLD_000561","Shops","property","Property VI.14.8","r6-i14-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2014%2008.htm","","","","r6-i14","78.78182","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i14-p8"
"r6-i15-p1","BLD_000562","Private Dwellings","property","Property VI.15.1","r6-i15-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R6/6%2015%2001%20plan%202.htm","","Domus of the Vettii Caprasii","","r6-i15","1165.403","","","","http://p-lod.org/urn/urn:p-lod:id:r6-i15-p1"
